monthly_income,income_variability,income_regularity,income_sources,monthly_transaction_count,average_transaction_value,transaction_consistency,digital_payment_ratio,electricity_payment_consistency,mobile_payment_consistency,rent_payment_consistency,average_payment_delay,on_time_payment_ratio,monthly_savings,savings_ratio,upi_activity_months,digital_activity_months,transaction_history_months,age_group,gender,income_group,occupation_category,repayment_probability,repayment_outcome
15745.75,0.1231,0.98,2,49,150.0,0.6807,0.7013,0.6594,0.6346,0.6453,13.42,0.6465,4295.52,0.2728,10,26,7,35-49,Male,Low Income (<30k),Student / First-time Earner,0.9756,1
54151.41,0.6595,0.4715,1,59,245.62,0.6368,0.7474,0.3357,0.3569,0.3496,24.74,0.3474,9298.64,0.1717,33,39,33,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.3189,0
12000.0,0.4807,0.5326,4,45,150.0,0.4666,0.8415,0.5438,0.5599,0.5228,17.55,0.5422,3175.39,0.2646,11,28,10,25-34,Male,Low Income (<30k),Student / First-time Earner,0.8175,1
44232.72,0.2024,0.7602,2,48,449.45,0.366,0.7361,0.5732,0.6104,0.6194,16.83,0.601,14761.12,0.3337,48,63,46,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9564,1
55078.88,0.2172,0.8296,3,52,438.5,0.6618,0.7649,0.6881,0.6182,0.5959,14.88,0.6341,16144.52,0.2931,35,38,31,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9668,0
31354.64,0.6324,0.4776,1,59,600.0,0.6556,0.796,0.4692,0.4693,0.4393,21.68,0.4593,6658.15,0.2123,15,25,14,50+,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.4415,0
47273.68,0.9474,0.1023,1,53,445.24,0.3927,0.7675,0.3908,0.3311,0.4371,23.53,0.3863,3111.83,0.0658,42,52,40,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.1912,0
158653.1,0.2464,0.7886,1,88,938.22,0.8549,0.8061,0.5645,0.5683,0.5834,20.3,0.5721,24321.44,0.1533,21,23,19,35-49,Female,Upper Middle (>80k),Freelancer / Creator,0.9144,1
48009.57,0.4267,0.5698,2,57,180.64,0.4785,0.4922,0.3705,0.3736,0.4582,22.78,0.4008,9902.02,0.2063,12,25,12,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.6217,1
40267.04,0.5155,0.6731,1,48,284.18,0.4573,0.8445,0.5738,0.6004,0.5618,14.88,0.5787,8604.7,0.2137,19,31,16,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.7857,1
25414.67,0.2918,0.7824,1,64,201.41,0.4725,0.8953,0.5293,0.5554,0.4514,20.68,0.512,4808.59,0.1892,13,19,10,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.5834,1
33192.65,0.5365,0.5486,1,67,331.21,0.2699,0.8122,0.6057,0.632,0.5106,32.5,0.5828,8336.81,0.2512,31,38,30,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.2971,0
39334.8,0.3603,0.5169,3,51,434.21,0.2588,0.8534,0.5032,0.4765,0.412,19.17,0.4639,6481.31,0.1648,50,60,47,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.6335,1
20848.55,0.3727,0.7221,3,50,343.62,0.5348,0.8916,0.6123,0.6263,0.6769,20.91,0.6385,7910.7,0.3794,13,29,9,50+,Male,Low Income (<30k),Student / First-time Earner,0.881,1
25756.99,0.4996,0.6081,1,55,348.87,0.6188,0.6513,0.6083,0.6263,0.5444,17.07,0.593,5592.49,0.2171,15,24,11,25-34,Male,Low Income (<30k),Salaried Entry-level,0.7598,1
36892.19,0.1871,0.7844,1,72,150.0,0.7306,0.7788,0.698,0.6144,0.6154,13.46,0.6426,11907.03,0.3228,13,19,10,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9745,1
71260.57,0.3649,0.6318,1,63,531.84,0.6324,0.8614,0.5237,0.5955,0.6066,15.74,0.5752,16738.03,0.2349,15,26,15,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8697,1
18983.24,0.4839,0.5764,3,41,774.4,0.5024,0.6525,0.6301,0.6806,0.6946,13.48,0.6684,3564.95,0.1878,31,45,27,35-49,Female,Low Income (<30k),Student / First-time Earner,0.7314,1
25174.5,0.6915,0.3474,2,59,150.0,0.4901,0.9281,0.3923,0.3942,0.3486,22.04,0.3783,2908.16,0.1155,9,16,6,<25,Male,Low Income (<30k),Freelancer / Creator,0.2401,0
12000.0,0.544,0.5214,2,54,150.0,0.7054,0.9124,0.615,0.6571,0.6225,14.15,0.6316,2763.95,0.2303,39,48,35,35-49,Male,Low Income (<30k),Student / First-time Earner,0.8067,1
16270.72,0.7324,0.241,1,56,150.0,0.3401,0.6998,0.4414,0.4552,0.403,20.67,0.4332,2928.74,0.18,64,78,60,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.4842,0
29566.21,0.6984,0.2914,1,56,220.94,0.6654,0.9382,0.41,0.4733,0.418,23.28,0.4338,6356.11,0.215,33,48,28,50+,Male,Low Income (<30k),Salaried Entry-level,0.523,1
32503.86,0.6214,0.3947,3,48,220.64,0.547,0.6027,0.5625,0.4894,0.4568,18.15,0.5029,6536.96,0.2011,37,53,32,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6516,1
67215.05,0.4195,0.5761,3,59,631.27,0.7593,0.5089,0.655,0.7421,0.7221,10.37,0.7064,18623.12,0.2771,15,29,12,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8971,1
43484.14,0.5287,0.3744,2,57,585.82,0.4863,0.8297,0.3926,0.4214,0.3964,21.58,0.4035,6907.53,0.1589,31,45,28,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.479,1
38031.11,0.3355,0.7051,1,60,217.37,0.5554,0.6124,0.6944,0.6273,0.6415,12.69,0.6544,11134.49,0.2928,15,22,13,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.8744,1
40503.08,0.7092,0.4646,1,57,221.17,0.4749,0.8707,0.4156,0.3501,0.4588,22.06,0.4082,4687.73,0.1157,19,22,18,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.4061,1
38494.55,0.2871,0.7173,1,65,348.12,0.5991,0.3362,0.907,0.8848,0.8556,5.17,0.8824,10853.55,0.282,25,34,21,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9313,1
19679.23,0.95,0.1414,1,47,175.75,0.4604,0.4571,0.4744,0.4594,0.4929,21.33,0.4756,698.95,0.0355,39,54,37,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.0372,0
15077.21,0.2225,0.8363,1,39,363.1,0.7331,0.4147,0.6652,0.6462,0.6494,14.69,0.6536,3178.91,0.2108,15,20,15,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.9074,1
33294.7,0.6658,0.3796,2,58,441.82,0.5533,0.9639,0.4592,0.3662,0.3803,25.72,0.4019,2719.72,0.0817,12,26,12,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.3981,0
23925.76,0.3805,0.7796,2,54,210.2,0.6779,0.8193,0.673,0.6888,0.7012,12.36,0.6876,7041.01,0.2943,25,42,25,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.9306,1
28100.64,0.5576,0.515,1,53,150.0,0.6258,0.6133,0.5353,0.4302,0.549,17.63,0.5048,5562.67,0.198,33,36,28,25-34,Male,Low Income (<30k),Salaried Entry-level,0.5572,1
62900.23,0.2538,0.5763,1,65,560.9,0.5507,0.6452,0.5436,0.5644,0.5435,18.51,0.5505,12989.29,0.2065,63,72,60,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9127,1
20157.34,0.4208,0.5738,1,53,150.0,0.3923,0.9124,0.3993,0.4568,0.52,21.44,0.4587,2960.9,0.1469,22,30,19,<25,Female,Low Income (<30k),Salaried Entry-level,0.6733,1
33325.74,0.4908,0.5199,2,54,541.86,0.2639,0.9814,0.4413,0.3633,0.4004,23.06,0.4016,3035.49,0.0911,14,28,14,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.477,1
20838.08,0.8631,0.3534,1,43,192.28,0.583,0.8087,0.5597,0.5617,0.5824,22.82,0.5679,3976.75,0.1908,12,24,7,<25,Female,Low Income (<30k),Informal MSME / Shopkeeper,0.3696,0
29077.75,0.3144,0.8525,1,49,331.24,0.5432,0.8779,0.6189,0.6252,0.5778,13.79,0.6073,7418.31,0.2551,40,43,38,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.907,1
69618.91,0.4369,0.681,1,66,383.26,0.616,0.4792,0.5414,0.4644,0.5029,25.63,0.5029,10114.16,0.1453,36,43,34,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.6903,1
32839.5,0.2211,0.7226,3,52,396.15,0.5185,0.9343,0.5654,0.5271,0.5324,18.64,0.5416,6793.5,0.2069,9,21,4,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.8865,1
34331.04,0.3963,0.5674,1,56,150.0,0.7044,0.4389,0.6719,0.6069,0.5894,14.75,0.6227,10594.33,0.3086,22,33,21,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.8378,1
109430.97,0.3926,0.5636,2,77,497.79,0.7266,0.8126,0.5786,0.6064,0.562,23.44,0.5823,25915.63,0.2368,21,27,20,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.8392,1
32475.15,0.554,0.3695,1,58,300.63,0.6254,0.9694,0.4773,0.4419,0.534,21.23,0.4844,4293.3,0.1322,31,33,28,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.3508,0
92332.71,0.3234,0.638,1,62,726.42,0.7424,0.6796,0.7041,0.6554,0.6947,11.96,0.6847,34129.59,0.3696,49,66,48,25-34,Male,Upper Middle (>80k),Salaried Entry-level,0.9156,1
42458.44,0.3364,0.7583,1,64,412.98,0.7862,0.7267,0.5578,0.5997,0.4866,24.93,0.548,13185.78,0.3106,14,21,14,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.802,1
59317.22,0.2143,0.8526,1,51,491.65,0.5074,0.8691,0.627,0.6028,0.56,18.37,0.5966,12381.58,0.2087,14,27,11,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8873,1
41500.01,0.361,0.7053,1,57,242.84,0.8319,0.8594,0.6775,0.7086,0.7263,13.21,0.7042,7531.26,0.1815,24,28,20,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9156,1
25729.97,0.4453,0.7898,3,50,278.25,0.5905,0.8947,0.5724,0.5652,0.5933,16.37,0.577,4071.18,0.1582,12,29,11,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.863,0
28974.13,0.3533,0.8031,1,54,271.2,0.1929,0.6757,0.5882,0.6075,0.6653,13.55,0.6203,8016.37,0.2767,26,32,24,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8702,1
13011.78,0.2547,0.7729,1,53,150.0,0.8393,0.609,0.7549,0.7616,0.7707,11.66,0.7624,3356.64,0.258,9,11,4,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9565,1
45311.27,0.5947,0.541,2,60,518.91,0.5212,0.6177,0.4481,0.4254,0.4794,28.51,0.451,8656.65,0.191,31,34,26,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.5186,0
30250.33,0.6421,0.4311,2,48,190.76,0.6608,0.5644,0.4865,0.4637,0.4306,30.36,0.4603,4195.09,0.1387,11,26,6,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.2849,0
51898.73,0.2593,0.7863,1,58,554.29,0.531,0.565,0.6771,0.6116,0.6248,14.36,0.6378,13582.07,0.2617,10,18,9,50+,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8741,1
73740.34,0.3872,0.5972,3,59,797.6,0.7832,0.5099,0.5375,0.5435,0.5946,19.98,0.5586,16106.56,0.2184,19,30,18,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.8011,1
28806.1,0.2925,0.6515,1,56,203.07,0.5618,0.8413,0.7551,0.7238,0.6595,18.07,0.7128,10269.15,0.3565,19,31,18,<25,Female,Low Income (<30k),Freelancer / Creator,0.8215,1
43453.58,0.2566,0.7894,3,52,592.32,0.8215,0.6399,0.6492,0.6513,0.6529,16.01,0.6511,14067.16,0.3237,48,61,45,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.956,1
67598.04,0.4834,0.6743,1,65,536.78,0.5536,0.853,0.6442,0.6505,0.6165,12.96,0.6371,21439.71,0.3172,26,34,24,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8914,1
55138.89,0.3527,0.6513,1,60,150.0,0.7081,0.9148,0.7703,0.7057,0.8052,12.18,0.7604,11826.3,0.2145,27,35,23,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9109,1
30760.59,0.3313,0.5923,1,54,150.0,0.4088,0.8362,0.5029,0.5161,0.5764,20.47,0.5318,8810.27,0.2864,23,30,19,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.5568,0
43794.18,0.3056,0.7967,1,61,217.8,0.6438,0.5283,0.5982,0.6196,0.5199,15.48,0.5792,9104.27,0.2079,16,29,14,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9071,0
16658.74,0.4163,0.6835,1,41,220.54,0.6843,0.8665,0.6774,0.6312,0.5925,24.06,0.6337,4755.91,0.2855,23,40,20,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8425,1
27055.32,0.4958,0.6506,1,51,150.0,0.6444,0.9024,0.5828,0.5764,0.6511,16.85,0.6034,6217.95,0.2298,13,23,11,<25,Female,Low Income (<30k),Freelancer / Creator,0.7362,0
39475.81,0.463,0.6755,2,62,210.6,0.6612,0.7616,0.3624,0.3348,0.3861,23.4,0.3611,3258.2,0.0825,24,40,23,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.4945,1
12000.0,0.3232,0.8663,3,46,150.0,0.6077,0.5475,0.7234,0.7468,0.7414,15.76,0.7372,3565.07,0.2971,25,41,24,50+,Female,Low Income (<30k),Student / First-time Earner,0.9309,1
13632.42,0.5157,0.5538,2,33,150.0,0.6657,0.6185,0.5693,0.595,0.5623,15.28,0.5755,3068.92,0.2251,15,25,10,25-34,Male,Low Income (<30k),Student / First-time Earner,0.7893,1
22466.2,0.4861,0.4861,1,65,150.0,0.75,0.6691,0.629,0.699,0.6228,13.16,0.6503,8957.3,0.3987,20,31,19,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.7303,1
24680.74,0.4565,0.5026,2,50,213.19,0.7655,0.9461,0.4654,0.5123,0.498,26.47,0.4919,3105.29,0.1258,53,67,53,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.6445,1
43485.5,0.3258,0.7671,2,59,150.0,0.3983,0.8388,0.6415,0.6438,0.6573,15.59,0.6475,7328.1,0.1685,31,43,28,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.8629,0
68242.71,0.4395,0.5781,1,57,596.69,0.8596,0.9039,0.6126,0.6838,0.623,12.92,0.6398,15225.02,0.2231,13,22,10,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.8086,1
18314.18,0.2892,0.8565,2,46,150.0,0.6274,0.7288,0.4661,0.4412,0.5443,19.85,0.4839,3584.31,0.1957,38,44,34,35-49,Male,Low Income (<30k),Student / First-time Earner,0.8422,0
30630.56,0.44,0.5994,2,58,280.41,0.694,0.7675,0.5846,0.5134,0.6022,16.04,0.5667,6583.81,0.2149,22,25,22,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.8826,1
32580.58,0.1923,0.98,2,54,323.59,0.5597,0.5502,0.5822,0.5498,0.5162,17.31,0.5494,6658.5,0.2044,10,25,8,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.9725,1
30056.49,0.5575,0.499,1,61,150.0,0.7321,0.9429,0.4712,0.4112,0.4166,20.08,0.433,6308.63,0.2099,13,28,12,50+,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.4449,1
28914.16,0.4289,0.6571,2,55,230.34,0.8462,0.9323,0.5583,0.5554,0.5022,17.55,0.5386,4807.02,0.1663,18,27,17,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8633,1
13638.78,0.3384,0.7773,3,44,150.0,0.5895,0.9282,0.7345,0.6745,0.6736,11.42,0.6942,4446.83,0.326,15,17,13,<25,Male,Low Income (<30k),Student / First-time Earner,0.9655,1
31579.61,0.4565,0.4773,1,46,258.72,0.6146,0.8039,0.5913,0.5615,0.5947,14.62,0.5825,5994.14,0.1898,26,33,24,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.7369,0
18347.94,0.1954,0.8767,1,47,232.12,0.4814,0.9528,0.5908,0.619,0.5425,16.04,0.5841,3485.06,0.1899,30,45,27,50+,Non-Binary/Other,Low Income (<30k),Gig Worker / Delivery,0.9399,1
19743.47,0.3045,0.7541,1,52,218.44,0.552,0.6037,0.7335,0.7348,0.7365,10.61,0.735,5216.32,0.2642,21,32,19,35-49,Male,Low Income (<30k),Salaried Entry-level,0.9044,1
38445.61,0.7054,0.5097,1,62,150.0,0.2439,0.8991,0.3945,0.3696,0.3687,22.07,0.3776,4884.01,0.127,12,14,12,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.3001,0
25863.5,0.2491,0.8305,3,49,198.72,0.5979,0.3912,0.5058,0.52,0.549,18.62,0.5249,6680.78,0.2583,32,46,27,35-49,Non-Binary/Other,Low Income (<30k),Gig Worker / Delivery,0.811,1
59110.74,0.38,0.7162,1,57,364.94,0.6238,0.7995,0.4882,0.5274,0.5397,26.55,0.5184,11946.33,0.2021,9,24,6,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.7325,1
38291.14,0.2861,0.691,1,55,502.31,0.6805,0.8717,0.7021,0.7138,0.7027,11.47,0.7062,10804.15,0.2822,26,40,26,50+,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.934,1
62428.58,0.2195,0.6678,2,68,359.46,0.4346,0.598,0.672,0.6366,0.6114,14.22,0.64,19849.28,0.318,37,51,34,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.9325,1
15101.17,0.874,0.1764,2,45,152.86,0.4965,0.5426,0.4845,0.5343,0.4697,18.84,0.4961,1755.71,0.1163,50,67,46,25-34,Male,Low Income (<30k),Student / First-time Earner,0.3427,0
50422.51,0.4167,0.5221,1,58,186.46,0.4034,0.8933,0.5589,0.5073,0.5021,17.56,0.5228,11610.25,0.2303,56,62,52,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8135,0
55748.53,0.4639,0.491,1,57,484.88,0.2227,0.7331,0.4434,0.4148,0.4338,21.4,0.4307,15539.09,0.2787,13,28,10,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.3429,1
22386.98,0.3585,0.7183,3,49,311.67,0.7931,0.5639,0.6203,0.5778,0.5391,15.72,0.5791,5172.98,0.2311,10,17,9,25-34,Female,Low Income (<30k),Freelancer / Creator,0.8885,1
45733.9,0.2236,0.6953,4,54,403.84,0.8181,0.7353,0.5377,0.5852,0.5638,19.2,0.5622,14426.68,0.3154,20,37,18,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.8664,1
67534.21,0.2712,0.771,1,71,626.92,0.8788,0.4186,0.7246,0.7486,0.7762,14.03,0.7498,22314.85,0.3304,16,26,16,25-34,Non-Binary/Other,Middle Income (30k-80k),Salaried Entry-level,0.9377,1
14918.36,0.4199,0.7408,1,42,150.0,0.6217,0.9171,0.3556,0.2606,0.3377,26.74,0.318,2161.39,0.1449,20,36,16,25-34,Male,Low Income (<30k),Student / First-time Earner,0.6075,1
14259.09,0.3137,0.7556,1,44,150.0,0.6989,0.8052,0.6184,0.5891,0.6028,17.19,0.6035,3925.11,0.2753,28,37,26,50+,Female,Low Income (<30k),Student / First-time Earner,0.9082,1
42503.26,0.3037,0.7832,2,48,439.48,0.7878,0.6856,0.7295,0.6389,0.6204,12.66,0.6629,12946.77,0.3046,19,29,17,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.9383,1
83541.99,0.4503,0.5412,1,67,514.82,0.4475,0.6272,0.5795,0.6077,0.6253,16.15,0.6041,17516.95,0.2097,26,34,22,25-34,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.7476,1
88645.78,0.6634,0.4677,2,70,565.76,0.5373,0.789,0.5196,0.5238,0.5672,18.56,0.5369,5587.91,0.063,19,23,15,35-49,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.4408,0
23633.41,0.7583,0.3153,1,44,297.94,0.634,0.8532,0.5156,0.4933,0.5588,22.12,0.5226,2602.74,0.1101,31,38,31,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.3477,0
29959.27,0.2698,0.7411,3,57,363.85,0.3207,0.8138,0.6339,0.6022,0.6523,19.62,0.6295,7099.33,0.237,13,28,9,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.7703,0
43533.02,0.5783,0.5072,1,41,549.63,0.2144,0.9433,0.4102,0.3342,0.4496,21.17,0.398,6226.48,0.143,65,71,60,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.5126,1
63621.61,0.4707,0.5907,4,58,445.96,0.7939,0.9813,0.5925,0.5345,0.6078,20.31,0.5783,16447.59,0.2585,9,16,4,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6937,1
39771.66,0.3091,0.7379,1,49,273.82,0.6194,0.7809,0.6734,0.6891,0.6324,12.14,0.665,11215.88,0.282,50,63,50,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9703,1
85571.76,0.6225,0.5645,3,74,392.11,0.6895,0.7364,0.5104,0.4799,0.4729,19.23,0.4877,11886.72,0.1389,10,12,9,35-49,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.4539,0
48914.37,0.5948,0.531,1,56,552.73,0.6148,0.7025,0.5098,0.589,0.5614,19.29,0.5534,8455.03,0.1729,21,28,21,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.595,0
38588.96,0.7012,0.3406,2,55,441.13,0.536,0.4594,0.4637,0.4486,0.497,20.02,0.4698,5823.92,0.1509,31,48,31,50+,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.3391,1
34678.06,0.4791,0.6851,1,48,425.75,0.6923,0.8818,0.6142,0.6559,0.637,13.52,0.6357,5133.04,0.148,4,18,1,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6834,1
30471.16,0.6537,0.4239,1,40,526.42,0.3905,0.8239,0.4396,0.5038,0.4788,19.51,0.4741,6120.41,0.2009,6,15,4,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.3003,0
27468.31,0.2164,0.79,1,51,457.83,0.6231,0.8714,0.5279,0.5915,0.5411,15.94,0.5535,4409.34,0.1605,24,40,20,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9352,1
85720.88,0.4942,0.6678,3,75,555.03,0.7624,0.2872,0.5953,0.5962,0.643,14.37,0.6115,16718.46,0.195,11,24,9,50+,Non-Binary/Other,Upper Middle (>80k),Informal MSME / Shopkeeper,0.7543,1
12000.0,0.3834,0.5899,1,42,234.35,0.7006,0.6811,0.7319,0.7444,0.7013,12.29,0.7259,4015.62,0.3346,26,29,26,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8755,1
72451.21,0.2738,0.7129,3,57,691.1,0.5748,0.7878,0.7596,0.7214,0.7311,10.81,0.7374,26939.99,0.3718,12,17,9,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.9678,1
12000.0,0.1778,0.9176,1,51,150.0,0.227,0.6027,0.7043,0.7759,0.7084,10.7,0.7295,3773.89,0.3145,32,43,28,<25,Male,Low Income (<30k),Student / First-time Earner,0.9475,1
22146.87,0.4492,0.6822,2,55,150.0,0.3905,0.8525,0.6179,0.6145,0.6167,14.3,0.6164,5702.85,0.2575,7,22,5,25-34,Male,Low Income (<30k),Salaried Entry-level,0.8992,1
23386.16,0.3808,0.6544,2,44,237.17,0.4646,0.7252,0.5998,0.5852,0.6055,25.33,0.5969,2739.6,0.1171,13,18,9,25-34,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.6913,1
48538.13,0.6274,0.6287,2,53,304.09,0.5879,0.8372,0.6691,0.7097,0.6824,11.3,0.687,11112.39,0.2289,46,58,44,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.8489,1
98949.07,0.4375,0.668,4,73,927.41,0.468,0.7755,0.4668,0.4074,0.446,22.12,0.4401,9624.92,0.0973,31,46,28,<25,Male,Upper Middle (>80k),Freelancer / Creator,0.7368,1
68356.08,0.2862,0.7799,1,67,308.19,0.546,0.6639,0.5234,0.5311,0.5092,17.07,0.5212,15048.86,0.2202,17,27,17,50+,Non-Binary/Other,Middle Income (30k-80k),Salaried Entry-level,0.8404,1
89684.93,0.3415,0.7188,2,66,776.7,0.8211,0.955,0.6672,0.692,0.6894,16.74,0.6829,26296.31,0.2932,23,26,18,35-49,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.9663,1
71218.29,0.3747,0.6066,1,65,544.2,0.5653,0.7162,0.527,0.5585,0.6452,17.81,0.5769,15605.55,0.2191,5,16,3,25-34,Non-Binary/Other,Middle Income (30k-80k),Freelancer / Creator,0.7146,0
61509.44,0.5355,0.5662,2,64,507.84,0.5448,0.7874,0.5951,0.5544,0.6035,20.9,0.5843,8214.77,0.1336,11,22,7,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6289,1
60065.29,0.9225,0.1774,1,66,619.25,0.5092,0.711,0.487,0.5029,0.5303,17.69,0.5068,7549.07,0.1257,20,37,20,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.1139,1
14716.64,0.6104,0.4869,3,49,150.0,0.6156,0.937,0.4704,0.4934,0.4627,20.14,0.4755,1749.87,0.1189,32,45,32,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.6675,1
36204.42,0.2498,0.8028,2,48,431.84,0.6412,0.8396,0.7977,0.7169,0.6816,22.46,0.7321,12785.1,0.3531,22,26,22,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9695,1
19219.84,0.4334,0.6431,1,48,150.0,0.6605,0.7661,0.4228,0.4073,0.4454,21.43,0.4252,2701.74,0.1406,29,44,28,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.7212,0
20459.1,0.4261,0.7116,3,46,267.25,0.6444,0.6241,0.6802,0.6346,0.6836,22.43,0.6661,4512.07,0.2205,10,18,6,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.694,1
67045.95,0.3015,0.7977,2,58,784.34,0.659,0.8568,0.563,0.5382,0.4995,16.37,0.5335,19708.29,0.294,23,38,23,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9546,1
55550.94,0.6024,0.48,2,58,622.01,0.6648,0.8891,0.5983,0.5822,0.667,17.87,0.6158,13136.13,0.2365,26,33,25,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.8188,1
37258.34,0.3791,0.678,2,50,397.75,0.5081,0.7227,0.4109,0.3808,0.4653,21.3,0.419,4196.81,0.1126,33,37,29,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.8814,1
32658.42,0.4273,0.6029,2,51,160.82,0.8115,0.9505,0.7012,0.6406,0.6262,12.19,0.656,7974.48,0.2442,17,30,14,35-49,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9277,1
63153.24,0.3775,0.7809,1,74,353.74,0.6493,0.5985,0.5867,0.5639,0.5255,19.53,0.5587,13025.98,0.2063,25,41,23,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.8541,0
